#separator:tab
#html:true
#tags column:3
Why does word2vec need negative sampling?	Without negatives the classifier trivially answers "related" to everything and all vectors collapse to one point. Contrast between real neighbours and random words is what creates the geometric structure.	02-hands-on-llms-alammar ch02
Why shouldn't you mean-pool a generative LLM's token vectors for semantic search?	Those representations were optimized for next-token prediction, not for cosine similarity between whole texts. Embedding models are trained with a contrastive objective specifically to make that similarity meaningful.	02-hands-on-llms-alammar ch02
Why do <code>"the"</code> and <code>" the"</code> behave differently in a prompt?	In most BPE tokenizers the leading space is part of the token, so they are two distinct IDs. This is why trailing whitespace in a prompt can measurably change model output.	02-hands-on-llms-alammar ch02
What are the two operations in a transformer block, and how do they differ?	Attention moves information <i>between</i> positions; the feedforward network processes <i>each position independently</i>. Attention is the only place cross-position information flows. Both are wrapped in residual connections around a layer norm.	02-hands-on-llms-alammar ch03
What is the residual stream?	The <code>x</code> carried through <code>x = x + attention(norm(x))</code> and <code>x = x + ffn(norm(x))</code> — a shared bus running the depth of the network that each block reads from and writes an update into. It also gives gradients a direct path to the embeddings.	02-hands-on-llms-alammar ch03
What is the KV cache and why is it valid?	During generation, the keys and values for earlier positions depend only on tokens already fixed, so they never change. Caching them means each new token computes only its own Q/K/V and attends over cached history, instead of re-running the whole prefix.	02-hands-on-llms-alammar ch03
Why are prefill and decode bounded by different resources?	Prefill processes the entire prompt in parallel — lots of arithmetic on lots of data, so it is compute-bound. Decode produces one token at a time, reading the whole model and KV cache per token, so it is memory-bandwidth-bound.	02-hands-on-llms-alammar ch03
Why is attention quadratic, and why does it matter?	The score matrix is n × n for a sequence of n tokens, so compute and memory scale with n². Doubling context quadruples the cost — the reason FlashAttention, GQA, and sliding-window attention exist.	02-hands-on-llms-alammar ch03
What does FlashAttention change?	None of the mathematics — the output is identical. It is an IO-aware tiled implementation that never materializes the full n×n matrix in slow HBM, keeping tiles in fast SRAM instead. A pure memory-hierarchy win.	02-hands-on-llms-alammar ch03
What is GQA and what does it trade?	Grouped-query attention: groups of query heads share a single key/value head. It shrinks the KV cache substantially (the main serving bottleneck) for a small quality cost, and is the current standard — between full MHA and the more aggressive MQA.	02-hands-on-llms-alammar ch03
What does RoPE do differently from additive positional encodings?	It rotates the query and key vectors by an angle proportional to position, so their dot product depends on <i>relative</i> distance rather than absolute position. This matches what language actually needs and extrapolates better to longer contexts.	02-hands-on-llms-alammar ch03
Roughly where do a transformer's parameters live?	About two-thirds in the feedforward networks, the rest in attention projections and embeddings. Evidence suggests the FFN acts as a key-value memory for factual associations, which is why knowledge-editing research targets it.	02-hands-on-llms-alammar ch03
What are the four ways to classify text with modern models?	(1) An existing task-specific fine-tuned model; (2) frozen embeddings + a trained classifier; (3) zero-shot via similarity to embedded label descriptions; (4) prompting a generative model. Cost spans about three orders of magnitude.	02-hands-on-llms-alammar ch04
Why should embeddings + logistic regression be your default text classifier?	Trains in seconds on CPU from a few hundred examples, deterministic, cheap at inference, versionable, and it gives you a probability — so you get a real precision/recall curve and a tunable threshold. It is also the baseline that tells you whether anything fancier was worth it.	02-hands-on-llms-alammar ch04
What control do you lose when classifying with a generative model?	The threshold. You get a label, not a calibrated score, so you cannot dial in a specific precision or recall operating point without asking for logprobs. You also lose determinism and pay far more per call.	02-hands-on-llms-alammar ch04
How does zero-shot classification with embeddings work?	Embed descriptions of each label as if they were documents, embed the input, and assign the label with the highest cosine similarity. Quality is sensitive to label phrasing — "A negative review" beats "negative".	02-hands-on-llms-alammar ch04
What are the four stages of the BERTopic pipeline?	Embed (SBERT) → reduce dimensionality (UMAP) → cluster (HDBSCAN) → label (c-TF-IDF, optionally refined by an LLM). Every stage is independently swappable — it is a framework, not an algorithm.	02-hands-on-llms-alammar ch05
Why reduce to 5–15 dimensions rather than 2 before clustering?	2D is for visualization and discards far too much structure. Density-based clustering needs meaningful density, which 2D projection destroys — but full 384/768-dim space suffers the curse of dimensionality. 5–15 is the working range.	02-hands-on-llms-alammar ch05
Why HDBSCAN rather than K-Means for topic modeling?	It does not require you to specify the number of topics (which you cannot know), handles clusters of varying density, and labels documents that belong to no topic as noise (−1) rather than forcing them into a cluster.	02-hands-on-llms-alammar ch05
What is c-TF-IDF?	TF-IDF applied at cluster level: concatenate all documents in a cluster into one meta-document, then find terms distinctive to that cluster relative to other clusters. It yields cheap, deterministic, interpretable topic keywords.	02-hands-on-llms-alammar ch05
What is MMR and where else does it appear?	Maximal marginal relevance — select items that are relevant <i>and</i> mutually diverse. Used here to avoid five synonyms in a topic label, and in RAG to avoid retrieving five near-identical chunks.	02-hands-on-llms-alammar ch05
What does temperature do mechanically?	Divides the logits by T before the softmax. T &lt; 1 sharpens the distribution toward the argmax; T &gt; 1 flattens it toward uniform. It changes randomness, never competence.	02-hands-on-llms-alammar ch06
Why is top-p usually preferable to top-k?	top-k always keeps k candidates regardless of confidence, so when the model is certain it still admits k−1 bad options. top-p keeps the smallest set whose cumulative probability reaches p, adapting to the distribution's shape.	02-hands-on-llms-alammar ch06
Why does chain-of-thought prompting improve accuracy?	The model generates tokens sequentially, each conditioned on the previous. Reasoning tokens enter the context and effectively give the model more computation before committing to an answer. It cannot reason "in its head" — there is only the sequence.	02-hands-on-llms-alammar ch06
What classical ML technique is self-consistency, and when does it fail?	Ensembling by majority vote, with temperature providing the diversity. It corrects <i>random</i> error but not systematic bias — a model that is confidently wrong will produce the same wrong answer n times at n× the cost.	02-hands-on-llms-alammar ch06
What is constrained (grammar-based) decoding and why is it stronger than asking for JSON?	It masks the logits at each step so only tokens valid under a grammar can be sampled. Invalid output is unreachable rather than merely discouraged. Asking nicely fails eventually; this cannot.	02-hands-on-llms-alammar ch06
Is <code>temperature=0</code> deterministic?	Approximately, not guaranteed. Floating-point non-associativity in batched GPU kernels and varying batch composition between requests produce occasional variation. Never build a system requiring bit-identical output.	02-hands-on-llms-alammar ch06
Why does a chatbot need memory management at all?	LLM APIs are stateless — the model retains nothing between calls. The illusion of conversation exists only because you resend the history each turn, which costs tokens and eventually overflows the context window.	02-hands-on-llms-alammar ch07
Compare the four conversation memory strategies.	Full buffer (perfect fidelity, unbounded cost); windowed buffer (bounded, loses anything older than k turns); summary (bounded, lossy and compounding); vector retrieval (bounded, retrieves relevant history but loses continuity).	02-hands-on-llms-alammar ch07
What actually happens when an LLM "calls a tool"?	It emits text or a structured function-call object describing the desired call. <i>Your code</i> parses it, validates it, executes it, and inserts the result back into the context. The model is the decision-maker; the harness does everything else — including all authorization.	02-hands-on-llms-alammar ch07
Why does error compounding matter in multi-step LLM systems?	Success rates multiply. Four steps at 90% each give 66% end to end; ten steps at 95% give 60%. This is the central constraint on agent reliability and the reason to measure end-to-end rather than per-step.	02-hands-on-llms-alammar ch07
What is the ReAct pattern?	A loop that interleaves reasoning traces with actions: think about what to do, act by calling a tool, observe the result, repeat. The explicit reasoning both improves decisions and makes the trajectory debuggable.	02-hands-on-llms-alammar ch07
Why doesn't dense retrieval replace keyword search?	Dense retrieval matches meaning, so it fails on exact strings — error codes, IDs, rare product names, specific numbers. BM25 finds those instantly. Hybrid retrieval with rank fusion is the production default.	02-hands-on-llms-alammar ch08
Bi-encoder vs cross-encoder?	A bi-encoder embeds query and document separately, so document vectors are precomputable and search is fast — but the two never interact until a final dot product. A cross-encoder processes them together with full attention across both: far more accurate, far too slow for a whole corpus.	02-hands-on-llms-alammar ch08
What is the two-stage retrieval pattern and why is it high-leverage?	Retrieve 50–100 candidates with the fast bi-encoder, then rerank them with a slow cross-encoder and keep the top 3–5. It gets cross-encoder accuracy at bi-encoder cost, and it is the cheapest large improvement to a naive RAG system.	02-hands-on-llms-alammar ch08
Why does chunk overlap matter?	Without it, an answer spanning a chunk boundary is split so that neither chunk contains it completely — making it effectively unretrievable. 10–20% overlap is typical.	02-hands-on-llms-alammar ch08
Name five RAG failure modes.	Retrieval miss (the answer was never retrieved — the most common); distraction from irrelevant chunks; lost-in-the-middle positional weakness; the model ignoring context in favor of parametric knowledge; and conflicting retrieved sources.	02-hands-on-llms-alammar ch08
Why evaluate retrieval and generation separately?	Retrieval has ground truth — did the right chunk come back? — and is measurable with recall@k, precision@k, MRR, nDCG. Generation quality is much harder to measure. End-to-end scores alone never tell you which half to fix.	02-hands-on-llms-alammar ch08
What is the query/passage prefix trap?	Many retrieval models are asymmetric and are trained expecting <code>"query: "</code> on queries and <code>"passage: "</code> on documents. Omitting the prefixes degrades results substantially, and it fails silently.	02-hands-on-llms-alammar ch08
How does a Vision Transformer feed an image to a transformer?	Cut the image into fixed patches (e.g. 16×16 pixels), flatten and linearly project each patch to d_model, add positional embeddings, and treat the result as a token sequence. A patch is a token.	02-hands-on-llms-alammar ch09
How is CLIP trained?	Two encoders (image and text) trained contrastively on (image, caption) pairs. Within a batch of N pairs, the N diagonal similarities are positives and the N²−N off-diagonal ones are negatives, with symmetric cross-entropy. Large batches matter because the batch supplies the negatives.	02-hands-on-llms-alammar ch09
How do you give a language model vision without retraining it?	Take a pretrained vision encoder and a pretrained LLM, freeze both, and train only a projection layer that maps image embeddings into the LLM's token embedding space. Projected image vectors are then fed as if they were token embeddings.	02-hands-on-llms-alammar ch09
Why does "a photo of a cat" beat "cat" for CLIP zero-shot classification?	CLIP was trained on image–caption pairs, so full caption-like sentences match its training distribution. Bare label words are off-distribution. It is prompt engineering applied to images.	02-hands-on-llms-alammar ch09
What is the recurring contrastive-learning recipe across word2vec, CLIP, and sentence embeddings?	Define positive pairs, sample or mine negatives, and train so positives are close and negatives far in a shared space. The differences are only in what counts as a pair and where the negatives come from.	02-hands-on-llms-alammar ch09
Why is a generative LLM's hidden state a poor sentence embedding?	It was optimized for next-token prediction, an objective that never asks for cosine similarity between whole texts to be meaningful. Embedding models are trained specifically so that similarity in the space means semantic similarity.	02-hands-on-llms-alammar ch10
How does MultipleNegativesRankingLoss work?	Given a batch of (anchor, positive) pairs, every <i>other</i> positive in the batch serves as a negative for the current anchor, with cross-entropy over the similarities. It needs only positive pairs, and larger batches supply more negatives — so batch size is a quality hyperparameter.	02-hands-on-llms-alammar ch10
What is a hard negative and why does it matter?	A plausible-but-wrong document — for "reset my password", a doc about resetting your username. Random negatives are trivially separable and quickly stop producing gradient; hard negatives are where the model learns the actual decision boundary.	02-hands-on-llms-alammar ch10
What is the danger of aggressive hard-negative mining?	False negatives — mined documents that are genuinely relevant but unlabeled. Training on those teaches the model to push away correct answers. Mitigate by skipping the top ranks or filtering candidates with a cross-encoder.	02-hands-on-llms-alammar ch10
How does SimCSE create positive pairs without any labels?	Pass the same sentence through the encoder twice with different dropout masks. The two slightly different vectors form a positive pair — a training signal manufactured from unlabeled text.	02-hands-on-llms-alammar ch10
Why is MTEB rank a poor way to choose an embedding model?	Benchmark performance does not predict performance on your domain, especially for jargon-heavy or non-English corpora. Fifty hand-labeled (query, relevant doc) pairs from your own data decide better than any leaderboard.	02-hands-on-llms-alammar ch10
What learning rate should you use to fine-tune a pretrained encoder, and why?	2e-5 to 5e-5 — roughly two orders of magnitude below training from scratch. The pretrained weights are already good; large updates destroy them (catastrophic forgetting).	02-hands-on-llms-alammar ch11
How does SetFit work?	(1) Generate contrastive pairs from few labels — same-label pairs are positives, different-label pairs are negatives, so 16 examples yield hundreds of pairs. (2) Fine-tune a sentence embedder on those pairs. (3) Train a logistic-regression head on the resulting embeddings.	02-hands-on-llms-alammar ch11
What is SetFit's transferable insight?	Turning a classification problem into a similarity problem multiplies your labeled data combinatorially, because pairs are quadratic in examples.	02-hands-on-llms-alammar ch11
When should you do continued MLM pretraining?	When your domain is far from the pretraining corpus (clinical, legal, internal jargon) and you have far more unlabeled domain text than labels. MLM needs no labels, so it converts the resource you have into the improvement you need.	02-hands-on-llms-alammar ch11
Why does freezing lower layers help on small datasets?	Lower layers encode general language features that transfer; upper layers are task-specific. Freezing the bottom reduces trainable parameters, which regularizes and prevents overfitting when data is scarce.	02-hands-on-llms-alammar ch11
Token masking vs whole-word masking in MLM?	Token masking hides individual subword tokens; whole-word masking hides all subword pieces of a word together. Whole-word is harder and generally better, because it stops the model reconstructing a word from its own surviving fragments.	02-hands-on-llms-alammar ch11
Why does full fine-tuning of a 7B model need ~90 GB?	14 GB weights (fp16) + 14 GB gradients + ~56 GB Adam optimizer states (two fp32 moments per parameter) + activations. The optimizer states dominate, which is why PEFT methods target trainable parameter count specifically.	02-hands-on-llms-alammar ch12
What is LoRA's core idea?	The weight <i>update</i> during fine-tuning has low intrinsic rank, so freeze W and learn W' = W + BA where B is d×r, A is r×k, and r ≪ min(d,k). For a 4096×4096 matrix at r=8, 16.7M parameters become 65k — about 0.4%.	02-hands-on-llms-alammar ch12
Why is LoRA's B matrix initialized to zero?	So that BA = 0 at initialization and the adapted model starts out behaving exactly like the base model. A is initialized randomly to break symmetry; if both were zero, nothing would ever learn.	02-hands-on-llms-alammar ch12
What does QLoRA add, and what does it cost?	A 4-bit NF4-quantized frozen base with bf16 compute, double quantization, and paged optimizers — putting a 7B fine-tune on a 16 GB GPU. It costs some speed (on-the-fly dequantization) and a small amount of quality versus fp16 LoRA.	02-hands-on-llms-alammar ch12
What is DPO and why did it displace PPO-based RLHF for most teams?	Direct Preference Optimization trains on (prompt, chosen, rejected) triples with a loss that raises the chosen response's relative likelihood, constrained against a frozen reference model. No reward model, no RL loop — far simpler and cheaper to get working.	02-hands-on-llms-alammar ch12
Why must you mask the loss on prompt tokens during SFT?	Otherwise the model is trained to reproduce instructions as well as responses. You want it to learn to <i>generate the completion</i>, so loss should apply only to response tokens.	02-hands-on-llms-alammar ch12
Should you fine-tune to add new factual knowledge?	No. Fine-tuning teaches behaviour, format, and style; RAG supplies facts. Injecting knowledge by fine-tuning is expensive, unreliable, hard to update, and gives you no citations.	02-hands-on-llms-alammar ch12
